"332_expo.mp31"
14," responses this trial"
1,8785
2,14789
3,28004
4,45245
5,49899
6,60264
7,69395
8,82559
9,88417
10,94266
11,101644
12,105365
13,107735
14,111570
"Between-response times"
2,6004
3,13215
4,17241
5,4654
6,10365
7,9131
8,13164
9,5858
10,5849
11,7378
12,3721
13,2370
14,3835
