"332_expo.mp31"
14," responses this trial"
1,5624
2,14517
3,27541
4,38152
5,49635
6,60301
7,65278
8,69087
9,82425
10,87121
11,101408
12,105954
13,110917
14,115285
"Between-response times"
2,8893
3,13024
4,10611
5,11483
6,10666
7,4977
8,3809
9,13338
10,4696
11,14287
12,4546
13,4963
14,4368
