"332_expo.mp31"
18," responses this trial"
1,4951
2,8768
3,14774
4,28069
5,34795
6,45458
7,49536
8,55178
9,60245
10,65312
11,69766
12,74053
13,86703
14,94338
15,101303
16,106520
17,110846
18,115455
"Between-response times"
2,3817
3,6006
4,13295
5,6726
6,10663
7,4078
8,5642
9,5067
10,5067
11,4454
12,4287
13,12650
14,7635
15,6965
16,5217
17,4326
18,4609
